MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Straße;Hausnummer;Gemarkung;Flurstück;Gemeindeschlüssel;Koordinate: Breitengrad (WGS84);Koordinate: Längengrad (WGS84);Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Name des Windparks;Nabenhöhe der Windenergieanlage;Rotordurchmesser der Windenergieanlage;Hersteller der Windenergieanlage;Typenbezeichnung;Hauptbrennstoff der Einheit;Nutzbare Speicherkapazität in kWh;Technologie der Stromerzeugung;Lage der Einheit;Letzte Aktualisierung;Datum der endgültigen Stilllegung;Datum der geplanten Inbetriebnahme;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Volleinspeisung oder Teileinspeisung;MaStR-Nr. der Genehmigung;Name des Anschluss-Netzbetreibers;MaStR-Nr. des Anschluss-Netzbetreibers;Netzbetreiberprüfung;Spannungsebene;MaStR-Nr. der Lokation;MaStR-Nr. der EEG-Anlage;EEG-Anlagenschlüssel;Inbetriebnahmedatum der EEG-Anlage;Installierte Leistung der EEG-Anlage;Zuschlagnummer (EEG/KWK-Ausschreibung);MaStR-Nr. der KWK-Anlage;Inbetriebnahmedatum der KWK-Anlage;Elektrische KWK-Leistung;Thermische Nutzleistung in kW
SEE928358993280;Balkonkraftwerk RAL 1024;In Betrieb;Solare Strahlungsenergie;0,8;0,6;05.03.2023;30.07.2023;Thüringen;6571;Roßleben-Wiehe;;;;;16065087;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);30.07.2023;;;natürliche Person (ABR929696407156);ABR929696407156;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL947386619306;EEG970157508592;;05.03.2023;0,8;;;;;
SEE904266260775;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;1,6;1,6;;31.07.2023;Thüringen;7639;Bad Klosterlausnitz;;;;;16074003;;;4;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;01.08.2023;natürliche Person (ABR900295597622);ABR900295597622;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE944684059933;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,79;0,79;29.06.2023;31.07.2023;Thüringen;7937;Zeulenroda-Triebes;;;;;16076087;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR935855990223);ABR935855990223;Teileinspeisung (einschließlich Eigenverbrauch);;Energiewerke Zeulenroda GmbH (SNB974684403535);SNB974684403535;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL901986960886;EEG971933771209;;29.06.2023;0,79;;;;;
SEE970949183778;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;14.08.2023;31.07.2023;Thüringen;7407;Rudolstadt;;;;;16073076;;;2;West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);30.08.2023;;;natürliche Person (ABR928778856318);ABR928778856318;Teileinspeisung (einschließlich Eigenverbrauch);;EnR Energienetze Rudolstadt GmbH (SNB953495670831);SNB953495670831;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL964565540299;EEG993457510300;E4321301S130033202600000000100002;14.08.2023;0,8;;;;;
SEE984608393224;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,77;0,6;29.07.2023;31.07.2023;Thüringen;7586;Kraftsdorf;;;;;16076089;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR990659551209);ABR990659551209;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL911339211886;EEG921307147833;;29.07.2023;0,77;;;;;
SEE981766578722;Mein Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;27.04.2023;31.07.2023;Thüringen;99880;Waltershausen;;;;;16067072;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR952021953011);ABR952021953011;Teileinspeisung (einschließlich Eigenverbrauch);;Energieversorgung Inselsberg GmbH (SNB974763887737);SNB974763887737;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL906645708892;EEG948178307760;;27.04.2023;0,8;;;;;
SEE966920835095;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;31.07.2023;31.07.2023;Thüringen;7570;Wünschendorf;;;;;16076084;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR970903765156);ABR970903765156;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL965717673230;EEG988836302591;;31.07.2023;0,8;;;;;
SEE989792889904;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;19.07.2023;31.07.2023;Thüringen;98694;Ilmenau;;;;;16070029;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);20.09.2023;;;natürliche Person (ABR992199671171);ABR992199671171;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL912236729733;EEG984145642465;;19.07.2023;0,8;;;;;
SEE982717902740;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,78;0,6;01.07.2023;31.07.2023;Thüringen;99097;Erfurt;;;;;16051000;;;4;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR909697366331);ABR909697366331;Volleinspeisung;;SWE Netz GmbH (Erfurt) (SNB950262883869);SNB950262883869;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL904804442786;EEG935611801350;;01.07.2023;0,78;;;;;
SEE931032606826;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;27.07.2023;31.07.2023;Thüringen;99820;Hörselberg-Hainich;;;;;16063098;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR981105294221);ABR981105294221;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL971144117575;EEG919258766449;;27.07.2023;0,6;;;;;
SEE963230335048;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;30.08.2023;06.09.2023;Thüringen;99518;Bad Sulza;;;;;16071004;;;4;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);06.09.2023;;;natürliche Person (ABR933048780835);ABR933048780835;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL912024744641;EEG941960605860;;30.08.2023;0,6;;;;;
SEE983505824480;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;25.06.2023;31.07.2023;Thüringen;96524;Föritztal;;;;;16072024;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR990336430537);ABR990336430537;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL931613892648;EEG901171861141;;25.06.2023;0,6;;;;;
SEE957793025348;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;31.07.2023;31.07.2023;Thüringen;99831;Amt Creuzburg;;;;;16063104;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);31.07.2023;;;natürliche Person (ABR975640466083);ABR975640466083;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL949471815075;EEG922181794205;;31.07.2023;0,6;;;;;
SEE943813984382;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,83;0,8;01.07.2023;01.08.2023;Thüringen;98574;Schmalkalden;;;;;16066063;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.08.2023;;;natürliche Person (ABR907308111455);ABR907308111455;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL978911824261;EEG934680272597;;01.07.2023;0,8;;;;;
SEE994457448174;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;1,2;1,2;28.07.2023;01.08.2023;Thüringen;37308;Geismar;;;;;16061035;;;4;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.08.2023;;;natürliche Person (ABR915454220167);ABR915454220167;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL918951765896;EEG926388106045;;28.07.2023;1,2;;;;;
SEE937703409741;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,83;0,6;01.07.2023;01.08.2023;Thüringen;7551;Gera;;;;;16052000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.08.2023;;;natürliche Person (ABR961709353173);ABR961709353173;Teileinspeisung (einschließlich Eigenverbrauch);;GeraNetz GmbH (SNB948816192529);SNB948816192529;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL995351028868;EEG946754567997;;01.07.2023;0,83;;;;;
SEE900204419595;Balkonkraftwerk 11;In Betrieb;Solare Strahlungsenergie;0,6;0,6;24.07.2023;01.08.2023;Thüringen;36452;Kaltennordheim;;;;;16066095;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);09.08.2023;;;natürliche Person (ABR943438415704);ABR943438415704;Teileinspeisung (einschließlich Eigenverbrauch);;Überlandwerk Rhön GmbH (SNB936940951426);SNB936940951426;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL971629648143;EEG997124612106;;24.07.2023;0,6;;;;;
SEE977085237419;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;01.08.2023;01.08.2023;Thüringen;99310;Arnstadt;;;;;16070004;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.08.2023;;;natürliche Person (ABR945787451327);ABR945787451327;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Arnstadt Netz GmbH & Co. KG (SNB985993443181);SNB985993443181;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL962126497723;EEG949344308406;E41718012963120601000000000000000;01.08.2023;0,82;;;;;
SEE912849248430;Balkonkraftwerk 600W;In Betrieb;Solare Strahlungsenergie;0,6;0,6;20.03.2023;01.08.2023;Thüringen;98694;Ilmenau;;;;;16070029;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.08.2023;;;natürliche Person (ABR976777394850);ABR976777394850;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL920708301462;EEG974464566887;;20.03.2023;0,6;;;;;
SEE993348799470;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.07.2023;01.08.2023;Thüringen;99441;Magdala;;;;;16071053;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);01.08.2023;;;natürliche Person (ABR928057318872);ABR928057318872;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL993453949869;EEG909058876875;;01.07.2023;0,6;;;;;
SEE940488628870;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,83;0,6;30.07.2023;01.08.2023;Thüringen;36433;Bad Salzungen;;;;;16063003;;;2;Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.09.2023;;;natürliche Person (ABR929742876868);ABR929742876868;Teileinspeisung (einschließlich Eigenverbrauch);;Werraenergie GmbH (SNB973501936539);SNB973501936539;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL995730100116;EEG911310016721;;30.07.2023;0,6;;;;;
SEE939919560377;Balkonkraftwerk Sunlit;In Betrieb;Solare Strahlungsenergie;0,8;0,6;06.06.2023;01.08.2023;Thüringen;36404;Vacha;;;;;16063082;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.09.2023;;;natürliche Person (ABR968973793063);ABR968973793063;Teileinspeisung (einschließlich Eigenverbrauch);;Werraenergie GmbH (SNB973501936539);SNB973501936539;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL944527885941;EEG935675579028;;06.06.2023;0,8;;;;;
SEE977336510025;Balkonkraftwerk-Landgrafenstieg 6;In Betrieb;Solare Strahlungsenergie;0,92;0,6;17.07.2023;02.08.2023;Thüringen;7743;Jena;;;;;16053000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.08.2023;;;natürliche Person (ABR986139800899);ABR986139800899;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL961144608364;EEG987645190290;;17.07.2023;0,92;;;;;
SEE991024259348;Balkonkraftwerk Hausdach;In Betrieb;Solare Strahlungsenergie;0,9;0,6;16.09.2023;21.09.2023;Thüringen;7330;Probstzella;;;;;16073067;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.09.2023;;;natürliche Person (ABR988449328667);ABR988449328667;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL977293139581;EEG928773691082;;16.09.2023;0,9;;;;;
SEE958831150022;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,9;0,6;01.08.2023;02.08.2023;Thüringen;98590;Schwallungen;;;;;16066064;;;3;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.08.2023;;;natürliche Person (ABR993130111190);ABR993130111190;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL983281481778;EEG904111541257;;01.08.2023;0,9;;;;;
SEE985852406678;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,76;0,6;01.07.2023;03.08.2023;Thüringen;98617;Meiningen;;;;;16066042;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);03.08.2023;;;natürliche Person (ABR993935706898);ABR993935706898;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Meiningen GmbH (SNB925883927308);SNB925883927308;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL926923298839;EEG927940333664;;01.07.2023;0,76;;;;;
SEE979425337209;Balkonkraftwerk 600;In Betrieb;Solare Strahlungsenergie;0,6;0,6;14.08.2022;03.08.2023;Thüringen;37308;Geisleden;;;;;16061034;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);03.08.2023;;;natürliche Person (ABR964525157178);ABR964525157178;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL994927703109;EEG908598215960;;14.08.2022;0,6;;;;;
SEE980277127122;Balkonkraftwerk Leo Sachse Straße 18;In Betrieb;Solare Strahlungsenergie;0,8;0,6;05.08.2023;21.08.2023;Thüringen;7749;Jena;;;;;16053000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.08.2023;;;natürliche Person (ABR930530232698);ABR930530232698;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL980104568760;EEG972529790147;;05.08.2023;0,8;;;;;
SEE961513400094;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.08.2023;04.08.2023;Thüringen;99326;Stadtilm;;;;;16070048;;;2;;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR964662845778);ABR964662845778;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL930916983701;EEG990667126796;;01.08.2023;0,6;;;;;
SEE906333218078;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,8;11.07.2023;04.08.2023;Thüringen;99869;Drei Gleichen;;;;;16067089;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR909404888040);ABR909404888040;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL924931452434;EEG916079965921;;11.07.2023;0,8;;;;;
SEE990853105710;Balkonkraftwerk_BE;In Betrieb;Solare Strahlungsenergie;0,82;0,6;04.08.2023;04.08.2023;Thüringen;37339;Breitenworbis;;;;;16061017;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR915821817396);ABR915821817396;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL953723554506;EEG972094343342;;04.08.2023;0,82;;;;;
SEE987731904299;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;30.07.2023;04.08.2023;Thüringen;37308;Heilbad Heiligenstadt;;;;;16061045;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR996102518164);ABR996102518164;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Heilbad Heiligenstadt GmbH (SNB952677840789);SNB952677840789;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL997029509990;EEG963074603297;;30.07.2023;0,6;;;;;
SEE940252741958;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;04.08.2023;04.08.2023;Thüringen;99752;Bleicherode;;;;;16062066;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR952847028481);ABR952847028481;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL976611926513;EEG935107783795;;04.08.2023;0,8;;;;;
SEE996292967070;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;01.08.2023;04.08.2023;Thüringen;96528;Frankenblick;;;;;16072023;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.08.2023;;;natürliche Person (ABR901649355516);ABR901649355516;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL996125922719;EEG987526167656;;01.08.2023;0,8;;;;;
SEE952559925887;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,8;0,8;;05.08.2023;Thüringen;99330;Geratal;;;;;16070057;;;4;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.08.2023;;16.09.2023;natürliche Person (ABR942242886731);ABR942242886731;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE950688051590;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,83;0,8;01.08.2023;05.08.2023;Thüringen;4600;Altenburg;;;;;16077001;;;2;;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.08.2023;;;natürliche Person (ABR993717094830);ABR993717094830;Teileinspeisung (einschließlich Eigenverbrauch);;Energie- und Wasserversorgung Altenburg GmbH (SNB934514392514);SNB934514392514;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL967467172988;EEG962637812183;;01.08.2023;0,83;;;;;
SEE992317566440;Balkonkraftwerk 600W;In Planung;Solare Strahlungsenergie;0,82;0,6;;05.08.2023;Thüringen;7745;Jena;;;;;16053000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);15.09.2023;;14.10.2023;natürliche Person (ABR991454938929);ABR991454938929;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE911978998308;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,83;0,6;;05.08.2023;Thüringen;98544;Zella-Mehlis;;;;;16066092;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.08.2023;;01.09.2023;natürliche Person (ABR900071547216);ABR900071547216;Volleinspeisung;;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE907346994980;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;01.09.2023;05.09.2023;Thüringen;99894;Friedrichroda;;;;;16067019;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.09.2023;;;natürliche Person (ABR938168620375);ABR938168620375;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL907393304640;EEG972656238826;;01.09.2023;0,82;;;;;
SEE925143537704;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;1,2;1;26.03.2023;05.08.2023;Thüringen;6577;An der Schmücke;;;;;16065088;;;3;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);05.08.2023;;;natürliche Person (ABR934784393754);ABR934784393754;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL960122718972;EEG926782152990;;26.03.2023;1,2;;;;;
SEE917043757153;Balkonkraftwerkß8/2023;In Betrieb;Solare Strahlungsenergie;0,65;0,65;21.08.2023;21.08.2023;Thüringen;98743;Gräfenthal;;;;;16073028;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.08.2023;;;natürliche Person (ABR970733547199);ABR970733547199;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL947365235930;EEG997342140221;;21.08.2023;0,65;;;;;
SEE909836624681;Balkonkraftwerk PV 800;In Betrieb;Solare Strahlungsenergie;0,82;0,8;10.08.2023;10.08.2023;Thüringen;99425;Weimar;;;;;16055000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);10.08.2023;;;natürliche Person (ABR986479254277);ABR986479254277;Teileinspeisung (einschließlich Eigenverbrauch);;ENWG Energienetze Weimar GmbH & Co. KG (SNB963792700889);SNB963792700889;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL992007619272;EEG932446423863;;10.08.2023;0,82;;;;;
SEE915514108411;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,8;0,6;05.08.2023;05.08.2023;Thüringen;7768;Kahla;;;;;16074044;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.08.2023;;;natürliche Person (ABR989483824535);ABR989483824535;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL969051605773;EEG911769753215;;05.08.2023;0,8;;;;;
SEE924903936993;Heldenpaket 800:800 Watt/810 Wp Balkonkraftwerk Full Black mit Hoymiles HM-800/WLAN optional;In Betrieb;Solare Strahlungsenergie;0,6;0,6;24.07.2023;06.08.2023;Thüringen;99834;Gerstungen;;;;;16063097;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);06.08.2023;;;natürliche Person (ABR955800292684);ABR955800292684;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL937955425360;EEG924124494227;;24.07.2023;0,6;;;;;
